"creator","capacity","count","percentage","parking_facility_id","name","occupancy_id","created_at","updated_at"
"ue02368",22,1,5,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","891620ef-074d-40e0-81f1-8154254721cc","2021-02-11 18:15:00+00","2021-02-11 18:15:00+00"
"E517885",193,105,54,"e53829ee-8ae3-4518-b90b-959b36ac0863","Solothurn (SBB)","1c8a0d4f-14aa-4780-8778-4b259859bc1f","2021-03-23 15:34:00+00","2021-03-23 15:34:00+00"
"U201186",54,23,43,"73c231d0-3865-4a80-b656-672e76dc57a3","Schüpfen","b9bedd71-dca3-466c-a2c5-41b0581500ed","2020-07-13 12:24:00+00","2020-07-13 12:24:00+00"
"u232830",147,45,31,"a8db3cf0-2bf2-4c26-b014-c907d3de4afe","Oensingen (SBB P+Rail Nord)","5e19ae50-e2c6-42e6-a031-2d0ee6a8b78c","2020-07-13 13:12:00+00","2020-07-13 13:12:00+00"
"u143650",121,71,59,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","9ca42155-fe5f-48c5-8e47-84def071e79f","2020-07-13 13:24:00+00","2020-07-13 13:24:00+00"
"u232830",8,1,13,"7d32c893-04d2-4420-bab6-d36704a9b141","Deitingen","ae936e76-3d97-45bd-9068-57b85e4a47e6","2020-07-14 05:52:00+00","2020-07-14 05:52:00+00"
"u232830",16,0,0,"45446630-1530-4ed7-99ef-be3cbec8cc2d","Luterbach-Attisholz","5a23512d-df6f-4a8d-b4a9-bba4076968c0","2020-07-14 05:52:00+00","2020-07-14 05:52:00+00"
"U201186",7,0,0,"ec02364e-2e0e-48e8-8c1b-21e561ee3d0b","Oberwangen","fe6c90aa-8ebe-496d-924e-cdb4f71db87d","2020-07-14 06:36:00+00","2020-07-14 06:36:00+00"
"u223758",178,81,46,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","7a0dd422-dae7-42db-bacf-a8dc75c48cdf","2020-07-14 06:37:00+00","2020-07-14 06:37:00+00"
"u162276",31,6,19,"7984d36e-a77f-4788-972a-d4f3ea73b33c","Siggenthal-Würenlingen","dc22517b-ecc6-4ba1-adb4-499afd53a02f","2020-07-14 06:59:00+00","2020-07-14 06:59:00+00"
"E512409",49,22,45,"36408746-88fd-4bc2-bbe4-5bbc5843e189","Walenstadt","6b989c5e-9d12-46f2-9e3c-1b97fd7ff7e0","2020-07-14 08:21:00+00","2020-07-14 08:21:00+00"
"u224116",45,0,0,"ccccdc4a-f1e2-4d7b-a9df-6139adb4a6d5","St-Blaise","d9596ca2-6036-40fd-b045-87f734711988","2020-07-14 08:23:00+00","2020-07-14 08:23:00+00"
"u232830",28,13,46,"3722a639-2cd3-4cf3-b289-6cb12ae56695","Olten Hammer","032e0701-155f-4fae-8024-aa366c5dca79","2020-07-14 08:37:00+00","2020-07-14 08:37:00+00"
"u232830",30,9,30,"9f4f7516-3b58-40b0-a3b5-616cc36d9fe4","Wangen bei Olten","a5a021f0-cf56-4ee1-b4c5-dff85248d675","2020-07-14 08:45:00+00","2020-07-14 08:45:00+00"
"u202170",240,111,46,"de0daad8-a0b2-46f1-86ab-bfeae04f16a4","Yverdon-les-Bains","86f1996d-9576-4800-85bb-8d73427b1802","2020-07-06 11:59:00+00","2020-07-06 11:59:00+00"
"E512409",60,15,25,"1c29f640-b703-43bd-95e8-36ae28263ef1","Bad Ragaz","1637d724-f953-47fa-b66a-6b773a8a187b","2020-07-14 09:37:00+00","2020-07-14 09:37:00+00"
"u223758",43,41,95,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","e2b31079-7cb2-4049-ab97-4b29ab90a0e8","2020-07-14 10:00:00+00","2020-07-14 10:00:00+00"
"u202170",240,73,30,"de0daad8-a0b2-46f1-86ab-bfeae04f16a4","Yverdon-les-Bains","2077316d-e7d1-4a85-a093-9cac34a05ad1","2020-07-14 10:21:00+00","2020-07-14 10:21:00+00"
"E512409",326,121,37,"6a259e8f-ac2f-4599-8fb3-22a063113df3","Sargans","cdd654b7-3d1a-4977-b2c6-42de01ca41e1","2020-07-14 10:41:00+00","2020-07-14 10:41:00+00"
"u223758",27,9,33,"5c3c676a-ea3c-4fa8-8fac-f1f7c91def4b","Rüschlikon","a6566b77-0d32-4ee3-b043-8c8268d88443","2020-07-14 10:49:00+00","2020-07-14 10:49:00+00"
"u223758",132,98,74,"81e40b66-df86-47a2-8c10-bf973c5387fb","Richterswil","1398cbae-335c-4bd9-a531-252fc4549d3e","2020-07-14 12:57:00+00","2020-07-14 12:57:00+00"
"u224116",8,0,0,"9c983515-d5f3-4121-8002-f6bf81cc9eb5","Colombier NE","642a0ed4-6260-4933-8cc5-b30cb8b07d52","2020-07-15 05:49:00+00","2020-07-15 05:49:00+00"
"u202170",40,12,30,"8887bb2f-1b59-45d4-afc5-04ecb8f04164","Grandson","3391f35a-9a5d-4a78-bcad-1b72fee0e884","2020-07-15 06:09:00+00","2020-07-15 06:09:00+00"
"u232830",16,5,31,"008a94a0-012b-4a3a-aed3-8418c8453316","Pieterlen","54f5bf16-45c7-40c2-b634-02d2895a76b5","2020-07-15 06:22:00+00","2020-07-15 06:22:00+00"
"u232830",13,0,0,"1ed0d7b1-ff90-449f-b286-7675c38c52b4","Lengnau","d14a1867-9aed-4b0c-97ce-4eb99e029868","2020-07-15 06:37:00+00","2020-07-15 06:37:00+00"
"u162276",22,16,73,"548718bf-d06d-448a-a503-283a02500000","Mägenwil","1aa1d5ad-ad26-49a8-a5fc-54f65ed40d73","2020-07-15 06:38:00+00","2020-07-15 06:38:00+00"
"E519253",86,71,83,"95c2c1cd-da75-48f4-8d23-36748cdbb175","Glarus","01124816-5274-4f27-95da-8a991c2012ff","2020-07-15 06:42:00+00","2020-07-15 06:42:00+00"
"u223758",107,43,40,"c23edf7e-a81e-4be8-bcb1-0a02e67a5fb7","Bonstetten-Wettswil","7c40c4f4-0009-418a-8a52-b4e5a449f436","2020-07-15 06:43:00+00","2020-07-15 06:43:00+00"
"u224116",13,4,31,"ac1c70b2-8a89-4940-adaa-e90284ac5387","Corcelles-Peseux","aa9e8190-46ac-416d-abd4-8a5225d44349","2020-07-15 07:37:00+00","2020-07-15 07:37:00+00"
"u232830",69,69,100,"a7ad4287-a299-4f27-b713-920ccbc0dbfa","Solothurn West (SBB)","799f3812-1888-435a-8dd6-299f2f1de0fa","2020-07-15 08:33:00+00","2020-07-15 08:33:00+00"
"u223758",75,33,44,"2f318e46-a00b-4c8b-97f8-fc377fd798c1","Hedingen","6487506f-c8e2-4e5a-9c39-0a6d52b491a8","2020-07-15 08:43:00+00","2020-07-15 08:43:00+00"
"E512409",63,29,46,"56baed79-665f-4b0a-9061-1ab7c8962735","Erlenbach ZH","86665ae6-6b7d-499b-b7c9-a9f7b6742044","2020-07-15 08:42:00+00","2020-07-15 08:42:00+00"
"u221108",24,15,63,"73121036-e7f8-4164-9471-20dedda271c3","Schmerikon","e6b54cc6-54be-41aa-b2f5-10fa48a70f65","2020-07-15 09:19:00+00","2020-07-15 09:19:00+00"
"u224116",20,1,5,"a8853563-6222-43cb-abdc-4ec37e093ad3","Travers","8e66b4b4-74b0-4239-a0da-c23555f597fc","2020-07-15 10:25:00+00","2020-07-15 10:25:00+00"
"u223758",31,13,42,"a4d6a1b8-f0ec-412d-8628-b697d406d6fe","Birmensdorf ZH","a9267d3e-380f-4c81-b427-5519aa0e1245","2020-07-15 10:46:00+00","2020-07-15 10:46:00+00"
"u129926",22,20,91,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","04897549-9ae1-496e-9ffa-6cf306dfcfd8","2020-07-15 11:14:00+00","2020-07-15 11:14:00+00"
"u223758",156,54,35,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","7319e110-dfdb-45d7-a064-0488a92d14e0","2020-07-15 11:47:00+00","2020-07-15 11:47:00+00"
"E512409",180,180,100,"8bf5f03e-3513-43db-a448-f41cb43a35f4","Rapperswil ","e18be870-0199-46e6-a1ed-43127a87e75e","2020-07-15 12:27:00+00","2020-07-15 12:27:00+00"
"u228852",121,77,64,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","81c865be-9f8a-49e4-890e-9eae230d8ae2","2020-07-15 12:59:00+00","2020-07-15 12:59:00+00"
"U201186",54,17,31,"73c231d0-3865-4a80-b656-672e76dc57a3","Schüpfen","a51086d1-30f7-4df9-b57d-3128c62dab67","2020-07-16 05:45:00+00","2020-07-16 05:45:00+00"
"U201186",55,14,25,"bbefd5bf-5b53-4714-b89d-854f74aa3caf","Busswil bei Büren","e9babc32-769a-4710-8619-2936b7c90232","2020-07-16 06:20:00+00","2020-07-16 06:20:00+00"
"u223758",43,32,74,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","51062464-a839-4aa2-be52-5b2e94b53ace","2020-07-16 06:51:00+00","2020-07-16 06:51:00+00"
"U201186",116,55,47,"f3c17938-040e-4d05-9365-4def94378b21","Lyss","41aec3c1-832a-4607-b974-e4f583b9c586","2020-07-16 07:02:00+00","2020-07-16 07:02:00+00"
"u223758",49,17,35,"1ff02c7d-9bbb-4ac5-a61f-cbb3736688c3","Thalwil","47f714d2-3b98-4556-8886-31b191cc01e0","2020-07-16 07:20:00+00","2020-07-16 07:20:00+00"
"U201186",63,16,25,"bdf8998f-117f-47b1-8859-49bbf442d23a","Kerzers","34c12e4e-a993-4625-8637-f927387c7bfb","2020-07-16 07:49:00+00","2020-07-16 07:49:00+00"
"U201186",68,30,44,"6e8cf993-c0db-4cd1-a13d-5b357afc94b7","Murten","df2d2c0a-a00d-418e-abc5-36e6d395163b","2020-07-16 08:07:00+00","2020-07-16 08:07:00+00"
"u202170",17,5,29,"96cfac0f-37ba-4fbc-890c-7176e294231f","Estavayer-le-Lac","08b39a92-6b90-4d98-93ea-fac59957a346","2020-07-16 08:38:00+00","2020-07-16 08:38:00+00"
"u129926",14,8,57,"b010e7fc-bd5f-441d-aeef-b13d95073cc9","Schwyz","f5f53f6f-6ae2-472d-9645-d7f8f70e1ec8","2020-07-16 08:57:00+00","2020-07-16 08:57:00+00"
"u134571",53,8,15,"e539526a-c907-4f4a-b5c2-0470e78bf814","Muri ","808235ac-6323-4156-bd07-78c98ea7a6c0","2020-07-16 09:04:00+00","2020-07-16 09:04:00+00"
"u129926",44,11,25,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","2d2011dd-582d-4d6c-8075-eedfc1bec9c8","2020-07-16 09:34:00+00","2020-07-16 09:34:00+00"
"u129926",50,35,70,"b3aab3a9-2ff2-4fe9-b951-9b77029eef87","Baar","f42fb66d-aed2-4076-a2be-2771a4cf5c91","2020-07-16 10:15:00+00","2020-07-16 10:15:00+00"
"u224116",44,6,14,"18788d5e-c2fb-4bab-bc73-101d7419fec0","Les Hauts-Geneveys","27c2e25d-621b-4c30-81ae-cb4df5e96856","2020-07-16 10:23:00+00","2020-07-16 10:23:00+00"
"u223758",98,37,38,"1a647747-0521-4eb7-89fa-3b1de929adb1","Mettmenstetten","1c453b36-de1f-4c81-930a-53792cd1759d","2020-07-16 10:44:00+00","2020-07-16 10:44:00+00"
"u221329",62,47,76,"d3036124-f552-4bdd-b056-f9ae49d9a652","Biasca","e07ca9ef-736c-45f7-a1a0-20113e35d134","2020-07-16 10:46:00+00","2020-07-16 10:46:00+00"
"u223758",91,13,14,"7999711b-3621-4730-814f-1da385ca2d17","Knonau","0f873045-4438-4405-bfb7-5ff0d18a3e60","2020-07-16 13:00:00+00","2020-07-16 13:00:00+00"
"U201186",8,5,63,"66c8bc21-4bbb-4d76-a81e-d00abfd69da4","Thörishaus Dorf","fedc7274-085d-4797-89e4-e7f69028b46a","2020-07-17 07:55:00+00","2020-07-17 07:55:00+00"
"E524157",26,13,50,"b5744b84-73b1-43ac-8253-b63aebc201ea","Rivera-Bironico","325a941a-30dc-4d61-8398-739e4178ee29","2020-07-17 08:03:00+00","2020-07-17 08:03:00+00"
"u223758",35,4,11,"cba0d1a4-84b1-4942-ae63-ea169cad1db5","Urdorf","5a2abfbb-8d04-41a3-9bed-17751f0396f7","2020-07-17 08:44:00+00","2020-07-17 08:44:00+00"
"U201186",23,6,26,"ac3dda32-a306-4483-b9f7-9fbe648c2e90","Flamatt","39df3683-ee29-41c5-b580-603051e3aefd","2020-07-17 09:02:00+00","2020-07-17 09:02:00+00"
"u162276",26,22,85,"42ff768c-321a-40c0-8b9b-8ea04ee366d6","Oberentfelden","b4aca5e0-d41e-4eda-b68b-20ee8b4df1ba","2020-07-17 09:56:00+00","2020-07-17 09:56:00+00"
"U201186",74,0,0,"e864361f-9082-47e2-b016-60402a11776f","Schmitten","a9716ee5-099f-403f-aa0d-ba73b20df6d5","2020-07-17 10:52:00+00","2020-07-17 10:52:00+00"
"u223758",43,37,86,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","bffe1e19-99de-4e8d-b4f6-25ac08a13246","2020-07-17 11:29:00+00","2020-07-17 11:29:00+00"
"u134571",290,81,28,"044f28f2-f105-449c-a622-684d6c9e0df9","Rotkreuz","c7cf562a-2031-402c-baba-24be22dad69f","2020-07-17 12:31:00+00","2020-07-17 12:31:00+00"
"u223758",178,82,46,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","f1a9144c-1ef9-45a8-966b-59b92a4fbc0a","2020-07-17 12:51:00+00","2020-07-17 12:51:00+00"
"u134571",22,3,14,"a3dd5a87-d88c-45f8-8017-ff42a5edbd9f","Sins","fdb54b78-08b2-4192-ad84-609ba36231d9","2020-07-20 05:50:00+00","2020-07-20 05:50:00+00"
"u134571",8,1,13,"192fafcd-2390-4b91-9e02-80b0286d33ac","Mühlau","9ea43b82-3655-4d4d-8e0c-2bcdaff045db","2020-07-20 06:00:00+00","2020-07-20 06:00:00+00"
"u134571",15,1,7,"c74fda76-3d10-4823-8656-a3aeee96fde6","Benzenschwil","cfa23b52-be96-4f33-9c25-da8d888d6cb1","2020-07-20 06:12:00+00","2020-07-20 06:12:00+00"
"u129926",16,1,6,"b3c43cbd-b43f-4961-ada3-450900a6e8d3","Steinen","3b318b32-eaf8-4b04-bfa5-473ba2f219b6","2020-07-13 10:09:00+00","2020-07-13 10:09:00+00"
"u129926",16,0,0,"b3c43cbd-b43f-4961-ada3-450900a6e8d3","Steinen","49e7294c-68d1-4523-9e09-c6642151d92f","2020-07-20 06:13:00+00","2020-07-20 06:13:00+00"
"u134571",32,8,25,"4511a9d8-e22e-4902-888a-29e0661a0051","Boswil-Bünzen","7b039a1e-e9d4-47a2-9e28-8a5c2e746765","2020-07-20 06:40:00+00","2020-07-20 06:40:00+00"
"u129926",14,9,64,"b010e7fc-bd5f-441d-aeef-b13d95073cc9","Schwyz","e599fd97-a4ea-486f-9fb5-1a92b1531f1f","2020-07-20 06:45:00+00","2020-07-20 06:45:00+00"
"u129926",44,9,20,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","f52189a3-5568-4c8f-a98a-f8956f750a03","2020-07-20 07:11:00+00","2020-07-20 07:11:00+00"
"u134571",22,7,32,"a3dd5a87-d88c-45f8-8017-ff42a5edbd9f","Sins","3b6b3b68-678a-4fe4-955e-fbe820687b2f","2020-10-12 12:19:00+00","2020-10-12 12:19:00+00"
"u163221",7,0,0,"2f8db5e1-3096-4e49-abe2-a11c36b4e3de","Kölliken","db5c1e88-7201-417c-bba0-4e0596c310cb","2020-11-10 07:15:00+00","2020-11-10 07:15:00+00"
"e517885",32,12,38,"7d38d0fa-5559-4083-9565-b4457a106478","Bern Bümpliz Süd","e734e32f-b165-428b-b5d7-3b67ec96bd2b","2021-02-16 07:14:00+00","2021-02-16 07:14:00+00"
"E517885",83,20,24,"0b9ffa68-ce40-4504-9242-8859d17a7ea6","Grenchen Süd","83440e8b-a57f-44e4-ae94-b0a959d98b59","2021-03-23 16:35:00+00","2021-03-23 16:35:00+00"
"u134571",16,2,13,"e97f1dee-b520-4491-8596-86fa4d2af9f2","Hendschiken","6777f1e2-af84-41ac-a370-d99b2237d219","2020-07-20 07:22:00+00","2020-07-20 07:22:00+00"
"u134571",36,8,22,"4ceebf82-b71d-4f28-b3d9-fab6894c53c1","Dottikon-Dintikon","aa6ca8e2-3700-454c-9ec9-7ddd704f3126","2020-07-20 07:36:00+00","2020-07-20 07:36:00+00"
"u129926",70,50,71,"64813559-897a-490f-8f4c-c18857f6bf05","Arth-Goldau","17e87f9d-f602-4862-928f-7ee81a3bd3e2","2020-07-20 07:43:00+00","2020-07-20 07:43:00+00"
"u223758",156,44,28,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","de6e2e56-3bb0-48ff-9a59-2d55e00172c8","2020-07-20 08:08:00+00","2020-07-20 08:08:00+00"
"u129926",61,38,62,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","08660e34-a600-4426-94aa-0fb8c641cf3f","2020-07-20 08:44:00+00","2020-07-20 08:44:00+00"
"u129926",61,6,10,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","a380de69-1968-4438-8151-ec346f1c866b","2020-07-14 08:23:00+00","2020-07-14 08:23:00+00"
"u223758",35,5,14,"cba0d1a4-84b1-4942-ae63-ea169cad1db5","Urdorf","f8f71f57-7ec8-4429-890f-2b5585c1de59","2020-07-20 09:21:00+00","2020-07-20 09:21:00+00"
"u223758",31,9,29,"a4d6a1b8-f0ec-412d-8628-b697d406d6fe","Birmensdorf ZH","57bca9be-29dc-440a-91c6-a04cf33dc54f","2020-07-20 09:57:00+00","2020-07-20 09:57:00+00"
"u202170",176,44,25,"851c4e67-bade-4ba5-8ea3-42957324b8e9","Vallorbe","f03e4c93-ab4c-42a9-9b02-c341e33a6945","2020-07-20 12:09:00+00","2020-07-20 12:09:00+00"
"u202170",40,16,40,"8887bb2f-1b59-45d4-afc5-04ecb8f04164","Grandson","bac0307f-9cad-48e2-b00b-b259a5d8528b","2020-07-20 12:18:00+00","2020-07-20 12:18:00+00"
"u223758",132,119,90,"81e40b66-df86-47a2-8c10-bf973c5387fb","Richterswil","b70ad0fe-4049-4569-a090-4564267e8c70","2020-07-20 12:24:00+00","2020-07-20 12:24:00+00"
"u223758",43,37,86,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","9b5f9788-69d5-44c4-9688-e7fb80b922b2","2020-07-20 12:35:00+00","2020-07-20 12:35:00+00"
"u228094",120,48,40,"91301b92-be54-4a45-a463-5d1a9cc22b71","Delémont","cc9ea153-fa1f-42da-ba8e-53891c7f4043","2020-07-20 13:25:00+00","2020-07-20 13:25:00+00"
"u223758",178,72,40,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","6fa178af-6719-4619-a149-d96affa6e749","2020-07-21 06:42:00+00","2020-07-21 06:42:00+00"
"E524157",31,14,45,"c097733e-b5a8-44ff-8ef4-431a09181090","Mezzovico","f84b9967-9a87-4d79-a7a9-f3b67364bc9e","2020-07-21 08:08:00+00","2020-07-21 08:08:00+00"
"u202170",49,20,41,"5b02a08a-85c4-4d9a-b043-b3f431d12947","Chavornay","0269f261-38be-4c6f-91c8-052336282ea3","2020-07-21 08:22:00+00","2020-07-21 08:22:00+00"
"E524157",37,16,43,"998cfa65-c39f-4d82-a846-72e6fa6ab220","Taverne-Torricella","3fc0d9df-8349-4fe4-9205-213e2ab46136","2020-07-21 08:46:00+00","2020-07-21 08:46:00+00"
"u223758",43,34,79,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","b674247d-ec46-496c-a78d-4fe86bd427d4","2020-07-21 08:52:00+00","2020-07-21 08:52:00+00"
"u221329",62,12,19,"d3036124-f552-4bdd-b056-f9ae49d9a652","Biasca","7b370b5e-5c7f-42ef-82fe-5073b303d8f6","2020-07-21 09:10:00+00","2020-07-21 09:10:00+00"
"u223758",29,11,38,"32a54231-edb0-4c70-a3d9-6bfa2236b177","Horgen Oberdorf","e79cade5-04fc-4cbd-b78d-0060e7b5183e","2020-07-21 09:12:00+00","2020-07-21 09:12:00+00"
"u202170",21,3,14,"ffdf67bf-9257-4537-a32c-a6543df5dbfd","Arnex-sur-Orbe","0de9c694-42eb-4c0e-ae08-42a9de0bda2e","2020-07-21 09:36:00+00","2020-07-21 09:36:00+00"
"u202170",34,11,32,"184e415b-4d76-4cfd-85c2-7dd5222563a4","Croy-Romainmôtier","a0310e0a-2b4a-4b38-b2d2-ad517de3641d","2020-07-21 09:36:00+00","2020-07-21 09:36:00+00"
"u202170",26,11,42,"d69e6802-ddc8-4f88-bfd0-22a3d096866f","La Sarraz","dac21d6f-9b17-486e-8fc4-a933425de412","2020-07-21 09:58:00+00","2020-07-21 09:58:00+00"
"E524157",53,15,28,"36a8e400-c27a-492f-9362-42ae4030e60b","Maroggia-Melano","df033e38-fe6d-462c-9e37-8f6c2b8e6d3a","2020-07-21 10:00:00+00","2020-07-21 10:00:00+00"
"u223758",107,39,36,"c23edf7e-a81e-4be8-bcb1-0a02e67a5fb7","Bonstetten-Wettswil","70bc74db-39d5-4fa6-bb4c-e5f1c3c98bfa","2020-07-21 11:45:00+00","2020-07-21 11:45:00+00"
"u223758",91,19,21,"7999711b-3621-4730-814f-1da385ca2d17","Knonau","b5c86a88-7eac-42da-84c7-70f0ca3badb0","2020-07-21 12:15:00+00","2020-07-21 12:15:00+00"
"u228852",121,72,60,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","77864090-1649-4ae8-b4b9-b74580198e41","2020-07-21 12:17:00+00","2020-07-21 12:17:00+00"
"u223758",98,27,28,"1a647747-0521-4eb7-89fa-3b1de929adb1","Mettmenstetten","76683910-c524-44ca-8608-39303c4ded0c","2020-07-21 12:34:00+00","2020-07-21 12:34:00+00"
"u202170",240,83,35,"de0daad8-a0b2-46f1-86ab-bfeae04f16a4","Yverdon-les-Bains","e7ab02d3-714b-45ce-9871-4dd2863a6733","2020-07-21 12:53:00+00","2020-07-21 12:53:00+00"
"u228094",119,41,34,"40df8420-50ab-4bcf-883b-ee020cf75ee1","Moutier","62ddb5a3-ab47-49a0-bae6-5c602307137c","2020-07-21 12:13:00+00","2020-07-21 12:13:00+00"
"E512409",326,86,26,"6a259e8f-ac2f-4599-8fb3-22a063113df3","Sargans","f9bc7e23-9028-4096-9f34-8e7a8f30ac93","2020-07-22 07:12:00+00","2020-07-22 07:12:00+00"
"u223758",156,52,33,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","31d3b4ec-b6a9-4414-a5a1-004fc5e09b2d","2020-07-22 08:09:00+00","2020-07-22 08:09:00+00"
"E512409",96,38,40,"1a354adc-047b-4e25-b3b5-5ae5f0f0d982","Siebnen-Wangen","00928854-3cdd-4a82-b1f4-ebd2f5e2a4d4","2020-07-22 08:23:00+00","2020-07-22 08:23:00+00"
"u223758",27,12,44,"5c3c676a-ea3c-4fa8-8fac-f1f7c91def4b","Rüschlikon","e77d6165-45e9-4735-bf46-30c2b77dba3a","2020-07-22 09:54:00+00","2020-07-22 09:54:00+00"
"u223758",49,14,29,"1ff02c7d-9bbb-4ac5-a61f-cbb3736688c3","Thalwil","60ba4153-4ee4-4fda-ab47-16953f9466b5","2020-07-22 10:09:00+00","2020-07-22 10:09:00+00"
"E512409",180,180,100,"8bf5f03e-3513-43db-a448-f41cb43a35f4","Rapperswil ","6fe0adee-54bf-4695-9c89-076a0d72a742","2020-07-22 10:44:00+00","2020-07-22 10:44:00+00"
"E512409",111,66,59,"807d17c4-37c3-4e8c-9fbe-78ed5cab5bab","Uznach","bc408c21-282d-4793-95bc-d5f79c00f435","2020-07-22 11:36:00+00","2020-07-22 11:36:00+00"
"u223758",29,8,28,"32a54231-edb0-4c70-a3d9-6bfa2236b177","Horgen Oberdorf","7aa80355-64f2-4f9d-85f4-d65b89ecea6e","2020-07-22 11:50:00+00","2020-07-22 11:50:00+00"
"u223758",24,2,8,"d58ff95a-21f9-4935-90df-650c6134417f","Oberrieden See","74601e76-46c0-4272-88ef-b74353a30400","2020-07-22 12:14:00+00","2020-07-22 12:14:00+00"
"u129926",61,31,51,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","aa0d04df-48d9-40d9-b763-be03aa6dce6b","2020-07-23 05:48:00+00","2020-07-23 05:48:00+00"
"E524397",62,13,21,"e7d9dac9-1bf3-4eae-8c64-e8547cba619e","Uttigen","bfac802c-f236-497b-963e-9242fea03e4a","2020-07-23 06:14:00+00","2020-07-23 06:14:00+00"
"u202170",17,4,24,"96cfac0f-37ba-4fbc-890c-7176e294231f","Estavayer-le-Lac","dc2e8f5c-10a0-44f1-8e38-59ffe7ce5e32","2020-07-23 06:29:00+00","2020-07-23 06:29:00+00"
"u223758",43,21,49,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","e3e51bb1-d528-47d1-847a-0f54aa4389ab","2020-07-23 06:50:00+00","2020-07-23 06:50:00+00"
"u129926",14,4,29,"b010e7fc-bd5f-441d-aeef-b13d95073cc9","Schwyz","fa73d0a3-a857-4dc0-b2b2-7d4df0262337","2020-07-23 07:09:00+00","2020-07-23 07:09:00+00"
"E512409",180,127,71,"8bf5f03e-3513-43db-a448-f41cb43a35f4","Rapperswil ","7387bc14-f0c1-4457-80eb-0649ab0b5a1d","2020-07-23 07:15:00+00","2020-07-23 07:15:00+00"
"u129926",44,14,32,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","b96e204b-52ea-4c6a-ab32-63dc84149f67","2020-07-23 07:48:00+00","2020-07-23 07:48:00+00"
"E512409",43,23,53,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","12763417-7d79-49d2-8070-d0d49db212e2","2020-07-23 08:14:00+00","2020-07-23 08:14:00+00"
"u229379",28,21,75,"3722a639-2cd3-4cf3-b289-6cb12ae56695","Olten Hammer","6a9d7d3c-6511-40f6-8ff6-dfe653d5f2c6","2020-07-23 08:35:00+00","2020-07-23 08:35:00+00"
"E512409",132,41,31,"81e40b66-df86-47a2-8c10-bf973c5387fb","Richterswil","ac7f365d-edff-4c26-afd2-29c97c35acaa","2020-07-23 09:09:00+00","2020-07-23 09:09:00+00"
"u228094",43,7,16,"3aa9e036-53d2-4a5d-8af4-02cc51804119","Porrentruy","7a847009-6bc8-4c97-bdda-51cf1ea18819","2020-07-23 09:17:00+00","2020-07-23 09:17:00+00"
"u223758",156,51,33,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","d808f239-eb18-4182-bbae-51e9562fa88b","2020-07-23 09:56:00+00","2020-07-23 09:56:00+00"
"u134571",53,9,17,"e539526a-c907-4f4a-b5c2-0470e78bf814","Muri ","356b5ec3-d65e-4fc9-9031-0c25c2559594","2020-07-23 10:01:00+00","2020-07-23 10:01:00+00"
"u134571",36,9,25,"4ceebf82-b71d-4f28-b3d9-fab6894c53c1","Dottikon-Dintikon","829db3d7-6026-4cb5-b849-0f24300d5be4","2020-07-23 10:01:00+00","2020-07-23 10:01:00+00"
"u134571",63,15,24,"51f40700-bdda-4f55-b3c3-fe26f6d01d60","Wohlen","03657f58-1ebb-4908-8f1b-07f6b46dacb3","2020-07-23 10:01:00+00","2020-07-23 10:01:00+00"
"u129926",22,10,45,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","3100fdb9-f2a7-4907-9818-5cba61239d39","2020-07-23 10:19:00+00","2020-07-23 10:19:00+00"
"u129926",61,46,75,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","b41009a4-c365-4e6c-b032-ef8c8cd179e5","2020-07-23 10:32:00+00","2020-07-23 10:32:00+00"
"u223758",98,34,35,"1a647747-0521-4eb7-89fa-3b1de929adb1","Mettmenstetten","285ce391-7e89-452b-971b-465c169c1670","2020-07-23 10:46:00+00","2020-07-23 10:46:00+00"
